Model,Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted F1,Prediction Time,Training Time
LightGBM,0.8534058426763178,0.8329446195935558,0.8280611927202297,0.8288850859718533,0.8546422499766915,7.79641056060791,113.43901944160461
