Model,Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted F1,Prediction Time,Training Time
Balanced Random Forest,0.8362551736345183,0.8102669001516081,0.8140053940671651,0.8116154867703671,0.8376849244453836,3.17897367477417,292.86992263793945
