Model,Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted F1,Prediction Time,Training Time
XGBoost,0.8408836699569538,0.817399854395679,0.816023259363096,0.8146691565101634,0.8430300763563622,1.6861121654510498,127.08545875549316
