Model,Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted F1,Prediction Time,Training Time
Decision Tree,0.8149015738393923,0.784946293126836,0.7900139654790215,0.7872669197192916,0.8159725196511898,0.19530320167541504,79.87501311302185
