Model,Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted F1,Prediction Time,Training Time
Random Forest,0.8362062147637358,0.8102669871778072,0.8140083652375074,0.8116091141965465,0.8376442210296954,13.129131078720093,1021.2353343963623
