Model,Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted F1,Prediction Time,Training Time
CatBoost,0.8185395945452286,0.7923174894638831,0.7902249172062467,0.7888301370030859,0.8212855955374635,0.20093512535095215,179.5407211780548
