iter	MultiClass
474	0.3328537461
475	0.3327837466
476	0.33271791
477	0.3326324123
478	0.3325356839
479	0.3324427957
480	0.3323978166
481	0.3323277468
482	0.3322174954
483	0.3321435514
484	0.3320260274
485	0.3319368103
486	0.3318830547
487	0.3318118027
488	0.331756357
489	0.3316887929
490	0.3315597793
491	0.3315179025
492	0.3313892223
493	0.3312800349
494	0.3311717259
495	0.3311161791
496	0.3310495865
497	0.3309482034
498	0.3308824265
499	0.3307970728
500	0.330757834
501	0.3306760877
502	0.3305698103
503	0.3304843126
504	0.3304283821
505	0.3303172709
506	0.3302485812
507	0.3301548613
508	0.3300674654
509	0.3299231813
510	0.3298441521
511	0.3297881425
512	0.3296264208
513	0.3295415854
514	0.32943986
515	0.3293619431
516	0.3293264597
517	0.3292700223
518	0.3291904806
519	0.3290778668
520	0.3290181898
521	0.3289431199
522	0.3288784911
523	0.3288347462
524	0.3287594578
525	0.328652321
526	0.3285956961
527	0.3285227993
528	0.328457917
529	0.3283901428
530	0.328304896
531	0.328212688
532	0.3281358242
533	0.3280767163
534	0.3280254915
535	0.3279048131
536	0.3278284891
537	0.3277746412
538	0.3277258045
539	0.3276400005
540	0.3275644666
541	0.3274942151
542	0.3273910213
543	0.3273448235
544	0.3272912554
545	0.3272066556
546	0.3271212609
547	0.3269843954
548	0.3269245719
549	0.3268724219
550	0.3267884127
551	0.3267213245
552	0.326648444
553	0.3265955082
554	0.3265448859
555	0.3264518656
556	0.3263928215
557	0.3263216298
558	0.326275903
559	0.3262378896
560	0.3261252606
561	0.3260735084
562	0.3259923027
563	0.3259141088
564	0.3258515494
565	0.3257904819
566	0.3257134862
567	0.3256168665
568	0.3255609367
569	0.3255029732
570	0.3254125993
571	0.3253376953
572	0.3252714336
573	0.3252324069
574	0.3251531905
575	0.3251251214
576	0.3250060314
577	0.3249757035
578	0.3248914383
579	0.3248341147
580	0.3247402897
581	0.3246838867
582	0.324620572
583	0.324592891
584	0.3245361084
585	0.3244489285
586	0.3243959957
587	0.3243143632
588	0.3242575283
589	0.3241873034
590	0.3240713972
591	0.3240151676
592	0.3239575135
593	0.3239065645
594	0.3238293774
595	0.3237486024
596	0.3236731283
597	0.323620469
598	0.3235584146
599	0.3235149588
600	0.3234401375
601	0.3234113245
602	0.3233240127
603	0.3232589565
604	0.3232136223
605	0.3230925533
606	0.3230505186
607	0.3229812593
608	0.3229376295
609	0.3228979955
610	0.3228619656
611	0.3227934057
612	0.3227677322
613	0.3227159315
614	0.3226345423
615	0.3225727229
616	0.322510307
617	0.322459416
618	0.3224067813
619	0.3223193697
620	0.3222494704
621	0.3222028628
622	0.3221450825
623	0.3220960413
624	0.3220351604
625	0.3219658532
626	0.3219038784
627	0.3218622377
628	0.3218206067
629	0.3217884805
630	0.3217031182
631	0.3216316605
632	0.3215964303
633	0.3215418928
634	0.3214494292
635	0.3213864933
636	0.3213397824
637	0.3212689266
638	0.3211777859
639	0.3211171463
640	0.3210319469
641	0.321000565
642	0.3209546552
643	0.320903198
644	0.3208524864
645	0.3208017502
646	0.3207569759
647	0.3207097993
648	0.3206789363
649	0.3206306282
650	0.3205643245
651	0.320490181
652	0.3204450507
653	0.3204170762
654	0.3203613208
655	0.3203056338
656	0.3202681331
657	0.3202264736
658	0.3201868174
659	0.3201115128
660	0.3200664886
661	0.3200249864
662	0.3199286098
663	0.3198460452
664	0.3198079607
665	0.3197710077
666	0.3197239833
667	0.3196661419
668	0.3196234266
669	0.319547162
670	0.3195125239
671	0.3194757594
672	0.3194012393
673	0.3193303267
674	0.3192975128
675	0.3192111131
676	0.3191626746
677	0.3190973545
678	0.3190056394
679	0.3189541193
680	0.3188902236
681	0.3188574424
682	0.3188191865
683	0.3187902312
684	0.318715733
685	0.31863124
686	0.3185350217
687	0.3184483646
688	0.3183959728
689	0.3183110381
690	0.3182835777
691	0.3182467594
692	0.3181844272
693	0.3181114828
694	0.3180624996
695	0.3180015846
696	0.3179506428
697	0.3179034243
698	0.3178686349
699	0.3178317511
700	0.3177130278
701	0.3176700268
702	0.3176155052
703	0.3175621284
704	0.3175310853
705	0.3174683192
706	0.317403146
707	0.3173837952
708	0.3173462585
709	0.3172966507
710	0.3172597006
711	0.3172127617
712	0.317155423
713	0.3171078352
714	0.3170535907
715	0.316999085
716	0.3169205047
717	0.316836889
718	0.3167986932
719	0.3167379985
720	0.3166560767
721	0.3166186654
722	0.3165599898
723	0.3165274645
724	0.3164689844
725	0.3164241742
726	0.3163754164
727	0.3163392242
728	0.3163224384
729	0.3162990233
730	0.3162749425
731	0.3162301
732	0.3161786232
733	0.3161626825
734	0.3161446575
735	0.3160764968
736	0.3160173392
737	0.3159357906
738	0.3158981531
739	0.3158249818
740	0.3157688857
741	0.3157084642
742	0.3156803523
743	0.3156406977
744	0.3156156275
745	0.3155753303
746	0.3155274138
747	0.3154789806
748	0.3154296512
749	0.3153803931
750	0.3153479706
751	0.3152875419
752	0.315235144
753	0.3152124125
754	0.3151776728
755	0.3151032277
756	0.3150569503
757	0.3150120513
758	0.3149934084
759	0.3149663977
760	0.3148996656
761	0.3148511508
762	0.3148076046
763	0.3147846495
764	0.3147333709
765	0.3146917468
766	0.3146394702
767	0.3146001921
768	0.3145466691
769	0.3144870026
770	0.3144466159
771	0.3143943658
772	0.3143585017
773	0.3143280525
774	0.3142642751
775	0.3142194674
776	0.3141891415
777	0.3141252425
778	0.3140996878
779	0.3140538964
780	0.3139897078
781	0.3139516379
782	0.3139162376
783	0.3138717372
784	0.3138477796
785	0.3137941671
786	0.3137704499
787	0.3137420544
788	0.3137161288
789	0.3136597691
790	0.3136305865
791	0.313587104
792	0.3135717032
793	0.3135271607
794	0.3134566071
795	0.3134074428
796	0.3133520562
797	0.3132245499
798	0.3131508108
799	0.3130827864
800	0.3130593245
801	0.3130313537
802	0.3130011504
803	0.3129817552
804	0.3129442768
805	0.3129084786
806	0.3128751184
807	0.3128247914
808	0.3127961195
809	0.3127734134
810	0.3127445176
811	0.3126741192
812	0.3126141626
813	0.3125625283
814	0.3125345378
815	0.3124781316
816	0.3124305078
817	0.3124046892
818	0.3123651894
819	0.3123361867
820	0.3123015749
821	0.3122605749
822	0.312204358
823	0.3121135124
824	0.3120406563
825	0.3120090872
826	0.3119848474
827	0.3119104698
828	0.3118724884
829	0.311848365
830	0.3118079608
831	0.3117609905
832	0.3117138562
833	0.3116819717
834	0.3116385541
835	0.3115866799
836	0.3115310849
837	0.3115055112
838	0.3114732816
839	0.3114296899
840	0.3113609762
841	0.3112944845
842	0.3112602918
843	0.3111960434
844	0.3111755981
845	0.3111216854
846	0.3110571641
847	0.311008036
848	0.3109351812
849	0.3108961532
850	0.310847755
851	0.3108086612
852	0.310774981
853	0.3107415138
854	0.310704244
855	0.3106486919
856	0.3106104782
857	0.3105461824
858	0.3104892728
859	0.3104382298
860	0.31041282
861	0.3103792483
862	0.3103424994
863	0.3103125748
864	0.3102622626
865	0.3102078065
866	0.3101193217
867	0.3100711491
868	0.310043958
869	0.3099817496
870	0.3099224492
871	0.3098893946
872	0.309835435
873	0.3097866253
874	0.3096903125
875	0.3096016449
876	0.3095602136
877	0.3095203701
878	0.3094859254
879	0.3094440474
880	0.3094058433
881	0.3093651357
882	0.3093396072
883	0.3092950015
884	0.3092784571
885	0.3092574459
886	0.309188003
887	0.3091548511
888	0.3091308566
889	0.3090804986
890	0.3090378252
891	0.3090120546
892	0.3089632823
893	0.3088963533
894	0.3088691972
895	0.3088604978
896	0.3088426953
897	0.3088232334
898	0.3087487507
899	0.3086903459
900	0.3086682721
901	0.3086210894
902	0.3085940466
903	0.3085580636
904	0.3085100713
905	0.3084896614
906	0.3084267374
907	0.3083670698
908	0.3083338646
909	0.3082896007
910	0.3082578796
911	0.3081769285
912	0.3081028834
913	0.3080846389
914	0.3080523559
915	0.3079918105
916	0.3079271547
917	0.3079039298
918	0.3078678384
919	0.3078347933
920	0.3077972734
921	0.3077466061
922	0.3077275301
923	0.307680777
924	0.3076491319
925	0.3075944994
926	0.307562035
927	0.3075242022
928	0.3075019946
929	0.3074425741
930	0.3074194566
931	0.3073809603
932	0.3073476211
933	0.3073036762
934	0.307283661
935	0.3072554744
936	0.3072010061
937	0.3071663411
938	0.307123758
939	0.3071121431
940	0.3070658267
941	0.3070431616
942	0.3069777031
943	0.30693709
944	0.3068761332
945	0.306829833
946	0.3067706817
947	0.3067329684
948	0.3066937648
949	0.3066544772
950	0.3066465332
951	0.3066174585
952	0.306582669
953	0.3065463443
954	0.3065036672
955	0.3064755384
956	0.3064349406
957	0.3063998793
958	0.3063580989
959	0.3063441321
960	0.3062986301
961	0.3062709327
962	0.3062546944
963	0.3062238535
964	0.3061815693
965	0.3061211176
966	0.3060789091
967	0.3060399227
968	0.3059818528
969	0.3059567987
970	0.3059401449
971	0.3058885311
972	0.3058600383
973	0.3058348944
974	0.3058089761
975	0.3057264154
976	0.3056830878
977	0.3056278305
978	0.305598396
979	0.3055792626
980	0.3055119213
981	0.3054899
982	0.3054586419
983	0.305406476
984	0.3053900778
985	0.305329648
986	0.30529144
987	0.305267121
988	0.3052028218
989	0.3051804113
990	0.3051347649
991	0.3050961357
992	0.3050488841
993	0.3050290249
994	0.3050043967
995	0.3049582119
996	0.30493132
997	0.30489644
998	0.3048718476
999	0.304834763
